date,title,url,detail_title,full_text,date_text
2026-03-15,BAŞKAN ÖNTÜRK’ÜN BİR VAADİ DAHA GERÇEKLEŞİYOR,https://hatay.bel.tr/haberler/baskan-onturk-un-bir-vaadi-daha-gerceklesiyor,BAŞKAN ÖNTÜRK’ÜN BİR VAADİ DAHA GERÇEKLEŞİYOR,"Hatay Büyükşehir Belediyesi (HBB), Başkan Mehmet Öntürk’ün talimatlarıyla kırsal kalkınmayı desteklemek ve üreticilerin ihtiyaçlarına cevap vermek amacıyla yatırımlarını sürdürüyor.

Başkan Öntürk’ün seçim döneminde dile getirdiği “tam donanımlı, entegre ve hijyenik mezbaha” vaadi gerçeğe dönüşüyor.

HBB Tarımsal Hizmetler Dairesi Başkanlığı Kırıkhan ilçesi Alaybeyli Mahallesi’nde, 5 dönüm arazi üzerine inşa edilecek mezbahanın yapımına başladı.

Temel açma çalışmalarının başladığı mezbahanın 2026 yılı Kurban Bayramı öncesinde hizmete açılması planlanıyor.

Proje kapsamında günlük 10 büyükbaş ve 60 küçükbaş hayvan kesim kapasitesine sahip, aynı zamanda modern soğutma sistemleriyle donatılmış bir tesis kuruluyor.

Modern mezbaha projesiyle daha sağlıklı koşullarda ve modern teknik ekipmanlarla kesim yapılmasını sağlamayı amaçladıklarını ifade eden Tarımsal Hizmetler Dairesi yetkilileri, tarım ve hayvancılığa verilen desteklerini devam edeceğini belitti.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://sendgb.com/WufVLstIm2X

Video: https://sendgb.com/QkLJhf5Mt40",15.03.2026
2026-03-15,KIRIKHAN’DA ALTYAPI ÇALIŞMALARINDA SONA DOĞRU,https://hatay.bel.tr/haberler/kirikhan-da-altyapi-calismalarinda-sona-dogru,KIRIKHAN’DA ALTYAPI ÇALIŞMALARINDA SONA DOĞRU,"Hatay Büyükşehir Belediyesi (HBB) Su ve Kanalizasyon İdaresi Genel Müdürlüğü (HATSU), il genelinde güçlü ve sürdürülebilir bir altyapı ağı oluşturmak amacıyla yatırımlarını aralıksız sürdürüyor.

HATSU tarafından yürütülen Kırıkhan Kanalizasyon Şebeke İnşaatı Projesi kapsamında Kırıkhan ilçesinde devam eden çalışmalar büyük ölçüde tamamlandı.

Proje kapsamında Kırıkhan ilçesine bağlı Özyörük, Karataş, Çankaya, Mimar Sinan, Alsancak, Cumhuriyet, Menderes, Bahçelievler, Mahmutlu, Karadurmuşlu, Reşatlı, Aktutan, Yeni ve Özsoğuksu mahallelerinde altyapı çalışmaları gerçekleştiriliyor.

HATSU ekipleri tarafından yürütülen çalışmalar çerçevesinde çeşitli çaplarda 53 bin 146 metre kanalizasyon hattı, 4 bin 395 metre yağmur suyu hattı ve 1.284 adet parsel bacası inşa edildi.

Bölgedeki altyapı ihtiyacını karşılamak amacıyla yürütülen çalışmaların son aşamaya geldiği ve projenin en kısa sürede tamamlanarak vatandaşların hizmetine sunulacağı belirtildi.

Gerçekleştirilen proje sayesinde mahallelerde uzun yıllardır yaşanan atık su tahliye sorununa kalıcı çözümler getiriliyor. İnşa edilen kanalizasyon hatları ile atık sular, çevre standartlarına uygun şekilde arıtılmak ü zere atık su arıtma tesisine aktarılacak.

HATSU yetkilileri, hayata geçirilen altyapı yatırımlarıyla Kırıkhan’da çevrenin korunmasına katkı sağlanacağını ve vatandaşlara daha sağlıklı, modern ve güvenli bir altyapı hizmeti sunulacağını belirtti.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://sendgb.com/FamGtWJrSwD

Video: https://sendgb.com/NcRjsI7KJTp",15.03.2026
2026-03-15,"BAŞKAN ÖNTÜRK, İFTARDA PAYASLI HEMŞEHRİLERİNİ AĞIRLADI",https://hatay.bel.tr/haberler/baskan-onturk--iftarda-payasli-hemsehrilerini-agirladi,"BAŞKAN ÖNTÜRK, İFTARDA PAYASLI HEMŞEHRİLERİNİ AĞIRLADI","Hatay Büyükşehir Belediyesi (HBB) Başkanı Mehmet Öntürk, mübarek ramazan ayı dolayısıyla 15 ilçede düzenlenen iftar programları kapsamında Payaslı hemşerileri ile birlikte iftarını açtı.

Birlik ve beraberliğin örneği olan ramazan ayını manevi olarak hissettirmeyi hedefleyen HBB, düzenlediği “Kardeşlik İftarı” programları ile vatandaşları gönül sofrasında bir araya getirmeyi sürdürüyor.

Payas Kapalı Spor Salonu’nda HBB Başkanı Mehmet Öntürk’ün ev sahipliğinde düzenlenen iftar programına; Payas Kaymakamı Kürşad Karaca, Payas Belediye Başkanı Bekir Altan, AK Parti Hatay İl Başkanı Mustafa Erdoğan, Dörtyol Eski Belediye Başkanı Yaşar Toksoy, siyasi parti ile STK temsilcileri yanı sıra muhtarlar ve alanı dolduran yüzlerce vatandaş katılım sağladı.

HBB Başkanı Mehmet Öntürk iftar sonrasında yaptığı konuşmasında, hükümetin verdiği önemli destekleri ele alarak Hatay genelinde yapılan hizmetler ile kentin yeniden ayağa kaldırıldığını belirterek Cumhurbaşkanı Recep Tayyip Erdoğan’a şükranlarını sunarak konuşmasına başladı.

Başkan Öntürk, “Göreve geldiğimizden bugüne Payas’ımıza 138 km altyapı yenilemişiz. Buradan Tarsus’a kadar Payas’ın altyapısı için hat döşemişiz. Payas içme suyuna muhtaçtı. Artık bu sorunları kökten çözecek hale getiriyoruz. Birçok su deposunu yeniledik, depoların bakım onarımı gerçekleştirdik. Yaklaşık 4 yüz milyon gibi bir yatırım ile içme suyunu yeniliyoruz.” cümleleri ile gelecek 50 yılın su sorununu çözülmüş olacağını aktardı.

Su depolarına yapılan yatırımlar hakkında konuşmasına devam eden Başkan Öntürk, “7 yüz milyon bedel ile depolarımızı bitirdik. 5 bin tonluk depomuz ile ilçemizi susuz bırakmayacağız. Enerji kesintilerinden kaynaklı su kesintilerini önlemek adına HATSU tarafından 20 adet jeneratör aldık. Bundan sonra Payas’ta su kesintimiz olmayacak.” dedi.

Ulaşım konularında yapılan yatırımlara değinen Başkan Öntürk, “Şu ana kadar Payas ilçemizde 2 yılda 71 km asfalt dökmüşüz. Bu yıl da Payas’ın merkezine 31 km sıcak asfalt dökeceğiz. Bekir Başkan’ımız ile birlikte ara sokaklara 50 bin m2 parke taşı ve kırsalda sathi kaplama çalışmamız ile yol problemini büyük oranda çözeceğiz.” ifadelerini kullandı.

Kreş, halı saha ve çok amaçlı salonlarının yapım işlerinin devam ettiğini vurgulayan Başkan Öntürk, “Payas genelinde cami eksiklerini gideriyoruz. Sahilde plaj düzenlemelerini gerçekleştirdik.  Kıymetli Bekir Başkan’ımız ile birlikte gece gündüz demeden var gücümüzle çalışıyoruz. Milletvekillerimiz, Kaymakamımız, sivil toplum örgütlerimiz destek veriyor Allah hepsinden razı olsun. İnşallah görevimiz bittiğinde farklı bir Hatay’ı hep beraber göreceğiz. Bunun için birlik ve beraberliğimizi bozmamanızı ve dualarınızı eksik etmemenizi rica ediyorum.” dedi ve hayırlı ramazanlar dileyerek yaklaşan Kadir Gecesi’nin hayırlara vesile olmasını temenni etti.

Konuşmaların devamında düşüncelerini vatandaşlar ile paylaşan AK Parti Hatay İl Başkanı Erdoğan, Hatay için yapılan bütün hizmetleri vatandaşlarla buluşturan HBB Başkanı Mehmet Öntürk’e teşekkür ederek “Her ilçede yapılan projelerle alnımız ak geziyoruz.” cümleleri ile memnuniyetini dile getirdi.

Yapılan konuşmaların ardından Başkan Öntürk vatandaşlar ile bir araya gelerek gerçekleştirdiği sohbet sonrası yapılan yemek duası ile iftar programı sona erdi.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://we.tl/t-zkT78qYVi7

Video: https://we.tl/t-88Z4W10bBU",15.03.2026
2026-03-14,PAYAS’TA ASFALT ÇALIŞMALARI DEVAM EDİYOR,https://hatay.bel.tr/haberler/payas-ta-asfalt-calismalari-devam-ediyor,PAYAS’TA ASFALT ÇALIŞMALARI DEVAM EDİYOR,"Hatay Büyükşehir Belediyesi (HBB), ulaşım adına başlatılan asfalt seferberliği kapsamında Payas ilçesinde önemli çalışmalar gerçekleştiriyor.

HBB Fen İşleri Dairesi Başkanlığı tarafından, Payas ilçesi Fatih Mahallesi’nde bulunan 4 km’lik yolun tamamında önce trimer kazısı ve sonrasında asfalt çalışmaları yapılacak.

Yapılan hizmetlerin uzun yıllardır beklendiğini dile getiren Mahalle Muhtarı İlyas Atila, vatandaşların uzun yıllardır yaşadığı problemleri belirterek 15 yıldır kanayan yara haline gelen ve yapılmayan hizmetlerin HBB Başkanı Mehmet Öntürk sayesinde yapıldığını belirtti ve emeği geçen herkese teşekkür etti.

Fen İşleri Dairesi yetkilileri, il genelinde asfalt çalışmalarının devam edeceğini belirtti.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://we.tl/t-BDYVhYwPGY

Video: https://sendgb.com/GvkDb4l5wrE",14.03.2026
2026-03-14,PAYAS’TA 396 MİLYONLUK İÇME SUYU YATIRIMI SÜRÜYOR,https://hatay.bel.tr/haberler/payas-ta-396-milyonluk-icme-suyu-yatirimi-suruyor,PAYAS’TA 396 MİLYONLUK İÇME SUYU YATIRIMI SÜRÜYOR,"Hatay Büyükşehir Belediyesi (HBB), il genelinde sağlıklı ve kesintisiz içme suyu temin etmek amacıyla yürüttüğü altyapı yatırımlarına aralıksız devam ediyor.

HBB Su ve Kanalizasyon İdaresi Genel Müdürlüğü (HATSU) tarafından Payas ilçesinde hayata geçirilen Payas İçme Suyu Şebeke İnşaatı Projesi’nde çalışmalar hızla ilerliyor. 396 milyon 849 bin TL sözleşme bedeline sahip proje ile ilçenin içme suyu altyapısı modern ve sağlıklı bir yapıya kavuşturuluyor.

180 kilometre uzunluğunda içme suyu hattı inşa edilmesi planlanan proje çerçevesinde bugüne kadar 125 kilometre içme suyu hattının döşemesi tamamlandı. Proje kapsamında yapılması planlanan 7 bin 500 adet abone bağlantısının şu ana kadar 3 bin 800’ü tamamlanarak vatandaşların hizmetine sunuldu.

Cumhuriyet, Fatih, Kürtül, Yıldırım Beyazıt, İstiklal, Karaçam, Yenişehir, Karbeyaz, Çağlalık, Kozludere, Sincan ve Bayraktepe mahallelerinde yürütülen çalışmalarda ekonomik ömrünü tamamlayan eski ve sağlıksız borular modern ve dayanıklı altyapı malzemeleriyle değiştirilerek içme suyu şebekesi daha güvenli hale getiriliyor.

Cumhuriyet, Yıldırım Beyazıt, Fatih, İstiklal ve Kürtül mahallelerinde çalışmalar tamamlandığını kaydeden HATSU yetkilileri, yürütülen altyapı yatırımlarıyla Payas’ta içme suyu iletiminde yaşanan sorunların kalıcı olarak giderileceğini ve vatandaşlara daha sağlıklı, güvenli ve kesintisiz içme suyu temin edilmesinin sağlanacağını belirtti.

Haberin görsellerini aşağıdaki linklerden indirebilirsiniz:

Fotoğraf: https://sendgb.com/WXI5nBKUoHf

Video: https://sendgb.com/6zokPVxUeuv",14.03.2026
2026-03-13,BAŞKAN ÖNTÜRK İFTARI SAMANDAĞLI VATANDAŞLARLA YAPTI,https://hatay.bel.tr/haberler/baskan-onturk-iftari-samandagli-vatandaslarla-yapti,BAŞKAN ÖNTÜRK İFTARI SAMANDAĞLI VATANDAŞLARLA YAPTI,"Hatay Büyükşehir Belediyesi (HBB), ramazan ayının manevi iklimini 15 ilçede düzenlediği iftar sofralarıyla taçlandırıyor.

HBB Başkanı Mehmet Öntürk, HBB tarafından düzenlenen iftar programı kapsamında Samandağ’da vatandaşlarla birlikte iftar yaptı.

İftar programına AK Parti Hatay İl Başkanı Mustafa Erdoğan, Samandağ Belediye Başkanı Emrah Karaçay, siyasi parti temsilcileri, muhtarlar ve çok sayıda vatandaş katıldı.

HBB Başkanı Öntürk iftar programı öncesi yaptığı konuşmada, Samandağ’ın en büyük probleminden birinin altyapı sorunu olduğunun altını çizerek, göreve geldikten bugüne kadar toplam 190 bin 475 metre altyapı yenilendiğini ve bunun 146 bin 274 metre içme suyu, 44 bin 201 metre de atık su hattı oluşturduklarını kaydetti.

Başkan Öntürk, vatandaşların sosyal ihtiyaçlarını karşılayacak projeleri hayata geçirmeye devam ettiklerini ifade ederek “Mızraklı Adakevi ve Taziye Salonu’nun yapımını tamamladık, çevre düzenleme çalışmalarımız devam ediyor. Ayrıca Tekebaşı ve Karaçay mahallelerimize halı sahalar yaptık. Büyükoba, Seldiren, Yeniköy, Çubuklu cami ve mezarlıkların bakım ve onarımları için malzeme desteği sağlandı. Cemal Gürsel Aziz İlyas Kilisesi’nin bakım ve onarımı yapıldı.  Kilise de yapıyoruz, cami de yapıyoruz, adak evi de yapıyoruz.” diye konuştu.

Başkan Öntürk, ilçeye toplu ulaşım hizmeti de kavuşturduklarını ifade ederek, “Toplu ulaşım hizmeti bulunmayan Büyükoba, Cemal Gürsel, Liman, Çamlıyayla ve Mağaracık mahallelerimize ulaşım hizmeti sağladık. Böylece vatandaşlarımızın şehir merkezine ve diğer mahallelere daha kolay ve güvenli şekilde ulaşabilmesini sağladık.” dedi.

Göreve geldikten sonra hayata geçirdikleri projeler kapsamında Samandağ’ına 185,8 km asfalt yapıldığını dile getiren HBB Başkanı Öntürk, “2 yazda 185 km asfalt yapmışız. Durmak yok diyoruz. Bu yıl sadece sıcak asfalt olarak 60 km daha Samandağ’ımıza asfalt yapacağız.” diye konuştu.

AK Parti İl Başkanı Erdoğan konuşmasında “Biz Hatay’da siyaseti ikinci planda bırakarak sadece hizmet siyaseti yapıyoruz. Memleketimizin hizmeti her şeyin üzerinde. Böyle büyük bir belediye başkanıyla çalışmaktan da mutluyum. Buradan kendisine şükranlarımı sunuyorum.” dedi.

Programda konuşan Samandağ Belediye Başkanı Emrah Karaçay, siyasetüstü bir tavırla her zaman yanlarında olan Hatay Büyükşehir Belediyesi ve Başkan Öntürk’e teşekkür etti.

Konuşmaların ardından iftar saatinde vatandaşlar dualar eşliğinde oruçlarını açtı.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://sendgb.com/EbWrLhopDmu

Video: https://sendgb.com/7CJeE8wbDqV",13.03.2026
2026-03-13,HBB EĞİTİM BURSUNUN 2. TAKSİTİ HESAPLARA YATTI,https://hatay.bel.tr/haberler/hbb-egitim-bursunun-2--taksiti-hesaplara-yatti,HBB EĞİTİM BURSUNUN 2. TAKSİTİ HESAPLARA YATTI,"Hatay Büyükşehir Belediyesi (HBB), “Hatay’ın Evlatlarına Değer” sloganıyla gençlere ve eğitime yönelik desteklerini kararlılıkla sürdürüyor.

HBB Sağlık ve Sosyal Hizmetler Dairesi Başkanlığı tarafından HBB Başkanı Mehmet Öntürk’ün talimatıyla Yükseköğretim Kurumları Sınavı (YKS) ve Liselere Geçiş Sistemi Sınavı’nda (LGS) sınavlarında başarılı olan öğrencilere yönelik başlattığı eğitim burslarının ikinci taksiti öğrencilerin hesaplarına yatırıldı.

Sağlık ve Sosyal Hizmetler Dairesi tarafından 2024 yılında başlatılan burs projesi, bu yıl kapsamı genişletilerek ve burs miktarı artırılarak devam ediyor.

HBB, Başkan Öntürk’ün göreve gelmesinin ardından YKS ve LGS sınavlarında başarı gösteren öğrencilere yönelik eğitim desteği projesini hayata geçirmişti. 25 bin TL’lik eğitim bursunun ilk taksiti 2025 Kasım ayında öğrencilerin hesaplarına yatırılmıştı.  Burs kapsamında 12 bin 500 TL’lik ikinci taksitte öğrencilerin hesabına aktarıldı.

HBB yetkilileri, gençlerin yanında olmanın ve onları desteklemenin öncelikleri arasında olduğunun altını çizerek, bu destek programıyla, amaçlarının başarılı olan çocukların eğitim hayatlarını daha kolay sürdürebilmelerini hedeflediklerini kaydetti.",13.03.2026
2026-03-13,"MEHMET EMİN AY, SEVENLERİYLE HATAY’DA BULUŞTU",https://hatay.bel.tr/haberler/mehmet-emin-ay--sevenleriyle-hatay-da-bulustu,"MEHMET EMİN AY, SEVENLERİYLE HATAY’DA BULUŞTU","Hatay Büyükşehir Belediyesi (HBB), ramazan buluşmaları kapsamında maneviyatı ve huzuru yaşatmak adına etkinlikler düzenlemeye devam ediyor.

Kent genelinde süren programlar kapsamında akademik çalışmaları ve sohbetleriyle tanınan Prof. Dr. Mehmet Emin Ay, İskenderun Atatürk Anıt Alanı ve Antakya Habibi Neccar Camii Meydanı’nda vatandaşlarla bir araya geldi.

“Ramazan ve İnsan” konulu özel bir sohbet gerçekleştiren Ay, konuşmasında ramazan ayının bireysel ve toplumsal hayata yansımaları, insanın manevi yolculuğu ve orucun hikmeti gibi başlıkları ele aldı.

Katılımcılara hem ilmi hem de gönül dünyasına hitap eden sohbet ortamı sağlayan program sonunda izleyiciler tarafından ayakta alkışlandı.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:
Fotoğraf: https://we.tl/t-DdkXQOHuSp 
Video: https://we.tl/t-92tGBzVvVJ",13.03.2026
2026-03-13,HBB’DEN İHTİYAÇ HARİTASI KONTEYNER KENTİ’NDE ÇOCUKLARA BAYRAM ETKİNLİĞİ,https://hatay.bel.tr/haberler/hbb-den-ihtiyac-haritasi-konteyner-kenti-nde-cocuklara-bayram-etkinligi,HBB’DEN İHTİYAÇ HARİTASI KONTEYNER KENTİ’NDE ÇOCUKLARA BAYRAM ETKİNLİĞİ,"Hatay Büyükşehir Belediyesi (HBB), sosyal dayanışmayı güçlendirmeye yönelik çalışmalarını sürdürüyor.

Bu kapsamda HBB Sağlık ve Sosyal Hizmetler Dairesi Başkanlığı koordinasyonunda, bağışçı kuruluşlar Ebebek ve İhtiyaç Haritası Sosyal Kooperatifi iş birliğiyle İhtiyaç Haritası Konteyner Kenti’nde sosyal destek programı düzenlendi.

İhtiyaç Haritası etkinlik alanında gerçekleştirilen programda çocuklara yönelik eğlenceli aktiviteler düzenlendi. Palyaço gösterileri ve çeşitli etkinliklerin yer aldığı programda çocuklar keyifli vakit geçirme imkanı buldu.

Program kapsamında çocuklara bayram hediyeleri dağıtılarak bayram sevinci yaşatıldı.

Sağlık ve Sosyal Hizmetler Dairesi Başkanlığı yetkilileri, sosyal dayanışmayı güçlendirmeye yönelik çalışmaların ve farklı paydaşlarla gerçekleştirilen iş birliklerinin devam edeceğini belirtti.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://sendgb.com/ofDNWtnkUGO

Video: https://sendgb.com/JVmTGtUKFwS",13.03.2026
2026-03-13,SAMANDAĞ’DAKİ İÇME SUYU PROJESİNDE ÇALIŞMALAR SÜRÜYOR,https://hatay.bel.tr/haberler/samandag-daki-icme-suyu-projesinde-calismalar-suruyor,SAMANDAĞ’DAKİ İÇME SUYU PROJESİNDE ÇALIŞMALAR SÜRÜYOR,"Hatay Büyükşehir Belediyesi (HBB) ve Su ve Kanalizasyon İdaresi Genel Müdürlüğü (HATSU) tarafından Samandağ’da yürütülen Tekebaşı Grup İçme Suyu Şebeke İnşaatı Projesi kapsamında çalışmalar devam ediyor.

Tekebaşı, Çöğürlü, Sutaşı, Koyunoğlu, Mızraklı, Yeşilköy ve Kuşalanı mahallelerini kapsayan proje ile içme suyu arızaları, kesintiler ve su kayıplarının önüne geçilmesi hedefleniyor.

HBB Başkanı Mehmet Öntürk’ün “Hatay’da susuz ve altyapısız mahalle kalmayacak.” hedefi doğrultusunda yürütülen çalışmalar kapsamında planlanan 125 bin 813 metrelik içme suyu hattının yaklaşık %87’si tamamlanarak 109 bin 521 metre yeni içme suyu hattı inşa edildi.

Projede yeni hatların devreye alınmasına paralel olarak abone bağlantıları da etaplar halinde sürdürülürken proje sonunda 5 bin abonenin modern içme suyu şebekesine dahil edilmesi planlanıyor.

Proje tamamlandığında ekonomik ömrünü dolduran eski hatlar devre dışı bırakılacak ve bölgenin içme suyu altyapısı uzun yıllar sorunsuz şekilde hizmet verecek.

HATSU yetkilileri, çalışmaların belirlenen program çerçevesinde sürdüğünü ve projenin tamamlanmasıyla Samandağ’ın daha güçlü ve modern bir içme suyu altyapısına kavuşacağını ifade etti.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://sendgb.com/1gfnNvyeKiV

Video: https://sendgb.com/vnhZBmOaEcI",13.03.2026
2026-03-12,"BAŞKAN ÖNTÜRK, İFTARDA HBB MECLİS ÜYELERİYLE BULUŞTU",https://hatay.bel.tr/haberler/baskan-onturk--iftarda-hbb-meclis-uyeleriyle-bulustu,"BAŞKAN ÖNTÜRK, İFTARDA HBB MECLİS ÜYELERİYLE BULUŞTU","Hatay Büyükşehir Belediye Başkanı Mehmet Öntürk, ramazan ayında 15 ilçede kurulan iftar sofralarında Hataylılarla buluşmayı sürdürüyor.

Başkan Öntürk son olarak Hatay Büyükşehir Belediyesi (HBB) Mart Ayı Olağan Meclis Toplantısı’nın ardından ilçe belediye başkanları, AK Parti Hatay İl Başkanı Mustafa Erdoğan ve meclis üyeleriyle iftar programında bir araya geldi.

UNESCO Hatay Gastronomievinde düzenlenen iftar programında HBB Meclis üyeleri, birlik ve beraberlik atmosferinde aynı sofrada buluşarak oruçlarını birlikte açtı.

İftar programında, Kur’an-ı Kerim tilaveti ve edilen dualarla ramazan ayının manevi atmosferi paylaşıldı.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:
Fotoğraf: https://sendgb.com/84qrTAouFES",12.03.2026
2026-03-12,"HBB, MART AYI MECLİS TOPLANTISI’NI GERÇEKLEŞTİRDİ",https://hatay.bel.tr/haberler/hbb--mart-ayi-meclis-toplantisi-ni-gerceklestirdi,"HBB, MART AYI MECLİS TOPLANTISI’NI GERÇEKLEŞTİRDİ","Hatay Büyükşehir Belediyesi (HBB) Mart Ayı Olağan Meclis Toplantısı, Antakya Kisecik HBB Yerleşkesi Alanı A/Blok Meclis Toplantı Salonu’nda gerçekleştirildi.

HBB Başkanı Mehmet Öntürk başkanlığında gerçekleştirilen Meclis Toplantısı’nda, gündeme dair ve gündem dışı 27 madde görüşüldü.

Toplantıda; hibe kabulü için yetki verilmesi, İller Bankası AŞ’den kredi kullanılması, tahsis amacı değişikliği, gelir tarifesi güncelleme, imar uygulamaları ve komisyon raporları ele alındı.

Yatırım harcamaları ve acil borç ödemeleri ile yol ve asfalt imalatları için İller Bankası AŞ’den kredi kullanılmasına ilişkin her türlü işlemi yapmaya HBB Başkanı Öntürk’e yetki verilmesine dair teklif kabul edildi.

Hatay Su ve Atık Su Teknolojileri Anonim Şirketinin şartsız ve bedelsiz olarak hibe edilmek istendiği, bu kapsamda hibenin kabul edilmesi ve hibe ile ilgili her türlü iş ve işlemleri yapmaya Hatay Su ve Kanalizasyon İdaresi Genel Müdürü Fatih Cihangir’e yetki verilmesine dair teklif kabul edildi.

HBB tarafından toplu ulaşım araçlarına km başına yapılan destek ödemelerinin devam etmesi kararlaştırıldı.

Toplantıda Başkan Öntürk, 12 Mart İstiklal Marşı'nın Kabulü ve Mehmet Akif Ersoy’u Anma Günü dolayısıyla “İstiklal Marşı şiir değil, bizim özgürlüğümüzün marşıdır. Mehmet Akif Ersoy’a, şehit ve ahirete intikal eden gazilerimize; Allah’tan rahmet diliyorum, mekanları cennet olsun. Etrafımızı görüyoruz ateş çemberi. Biz huzur içindeyiz. Bu; bizim birlik, beraberliğimizi ve gücümüzü gösterir.” sözlerinin ardından yaklaşan Kadir Gecesi ve Ramazan Bayramı’nı tebrik ederek konuşmasını sonlandırdı.

Gündem dışı konuşmaların yapılmasının ardından 2026 Nisan Ayı Olağan Meclis Toplantısı’nın 16 Nisan Perşembe günü saat 14.00’te HBB Meclis Salonu’nda yapılmasına karar verildi.

Not: Haberin görsellerini aşağıdaki linkten indirebilirsiniz:
Fotoğraf: https://sendgb.com/WBemGtwMZ6j
Video: https://sendgb.com/0CTjmaNShsA",12.03.2026
2026-03-12,HBB ÇOCUKLARA DOĞA SEVGİSİ VE FİDAN DİKİMİ EĞİTİMİ VERDİ,https://hatay.bel.tr/haberler/hbb-cocuklara-doga-sevgisi-ve-fidan-dikimi-egitimi-verdi,HBB ÇOCUKLARA DOĞA SEVGİSİ VE FİDAN DİKİMİ EĞİTİMİ VERDİ,"Hatay Büyükşehir Belediyesi (HBB), çevre bilincine sahip nesiller yetiştirmek amacıyla çocuklara yönelik eğitim çalışmalarını sürdürüyor.

HBB Tarımsal Hizmetler Dairesi Başkanlığı tarafından okullarda düzenlenen eğitim programı kapsamında öğrencilere doğa sevgisi ve fidan dikiminin önemi anlatıldı.

Gerçekleştirilen etkinlikte çocuklara ağaçların çevreye sağladığı katkılar, doğayı korumanın önemi ve doğru fidan dikim yöntemleri hakkında bilgiler verildi.

Eğitim kapsamında öğrenciler, doğayla bağ kurmanın ve geleceğe nefes olacak ağaçlar yetiştirmenin önemini öğrenirken fidan dikimi konusunda da bilinçlendirildi. Programa yoğun ilgi gösteren öğrenciler, doğayı korumanın herkesin sorumluluğu olduğunu ifade etti.

Tarımsal Hizmetler Dairesi yetkilileri, bu tür eğitimlerle çocukların küçük yaşta çevre bilinci kazanmasının hedeflendiğini belirtti.

Haberin görsellerini aşağıdaki linkten indirebilirsiniz:

Fotoğraf: https://sendgb.com/AX9auVfq4x5

Video: https://sendgb.com/eoFhfuHrGVq",12.03.2026
